AccID	log2FC	Pvalue	FDR	Style	H_3.readCount	C_3.readCount	H_3.fpkm	C_3.fpkm
5430427O19Rik	1.37314169707715	2.39351350697371e-06	8.69096674381615e-06	up	83	29	1.48541775549332	0.57344500174918
5830411N06Rik	-1.21430606703361	0.0233863515011606	0.0429912451246477	down	10	21	0.201028828207693	0.466445482447996
6030408B16Rik	-1.59457814815177	6.75908980633295e-15	4.69448410967579e-14	down	60	164	2.04932895944111	6.18910043295221
6330409D20Rik	1.2890426681339	0.0103877323342001	0.0208979186670285	up	27	10	1.62105766617453	0.663373250921827
6430531B16Rik	1.07847568219424	5.92505290723734e-06	2.05278464360058e-05	up	112	48	4.7354244501858	2.24236022992531
6430571L13Rik	-3.8443564572833	0.000343518602321835	0.000929253421713655	down	1	13	0.0258498785636826	0.371300141637546
6820408C15Rik	1.31983217460987	1.75456079288461e-15	1.25021009926579e-14	up	251	91	10.0137425363063	4.01132035440135
9030025P20Rik	1.29665585224377	0.00225735801239316	0.00525904139400926	up	38	14	1.38448248736791	0.56357946577773
9330159F19Rik	-1.34031395194571	6.75877484472021e-12	3.90054899065421e-11	down	72	165	0.849382980836662	2.15069218935824
9530053A07Rik	1.57431229244241	7.04752467410553e-09	3.23810823043961e-08	up	102	31	0.86437324766336	0.290259267169869
9930022D16Rik	3.6634381829154	0.0139923591722082	0.0273335016282257	up	7	0	0.173794102257604	0
9930111J21Rik1	1.99694579669764	7.7668710912063e-19	6.49889590767423e-18	up	172	39	2.40541621868566	0.602628477174843
9930111J21Rik2	1.09407253724526	2.87276975670432e-37	4.33567680482197e-36	up	868	368	8.41980482932797	3.94414954870923
A030005L19Rik	4.02600826230011	0.00403008331579178	0.00891301536517322	up	9	0	0.750191699110545	0
A030014E15Rik	4.31551487949509	0.0011903401333418	0.00294409655531106	up	11	0	0.928419821931057	0
A2m	-1.66747869519922	0.00259589231943194	0.00597513083159597	down	8	23	0.116714587425861	0.370754340042889
A2ml1	1.76999428414408	6.49166140306792e-28	7.61446386628737e-27	up	309	82	4.42168366892149	1.29648142189744
A530032D15Rik	2.17801135574516	0.0238892301615465	0.0438016227165073	up	10	2	0.419113127804186	0.092615679074426
A630089N07Rik	-2.31384174058452	5.15491593248637e-05	0.000157994561735767	down	6	27	0.13321315476605	0.662342895905524
AB124611	1.66622062358672	3.77843861362037e-42	6.35055753999182e-41	up	519	148	26.617106905999	8.38645578867676
AI593442	-4.8443564572833	0.000148513324239583	0.000426994709884425	down	0	13	0	0.165951688412035
AW011738	1.60899039889302	3.93728894745806e-15	2.76679173547618e-14	up	182	54	6.61658975023593	2.169101301959
Aard	-1.20064862424076	4.02460101631764e-22	3.8821151418269e-21	down	187	389	9.32001263380642	21.4213950865737
Abca13	2.62161800722077	3.44033611097796e-06	1.22922857019413e-05	up	34	5	0.142667564122064	0.0231813961583138
Abca14	-2.14391673914221	0.0354745919869997	0.0619917197657371	down	2	8	0.024956847840643	0.110299356282544
Abca17	-2.34555060031186	9.9630303468669e-08	4.13705511462147e-07	down	10	46	0.126356656736902	0.642213178821706
Abca4	1.13901722412929	6.50675573649158e-08	2.74145188789241e-07	up	146	60	1.34055484768397	0.608704114621996
Abcb4	3.55652297899889	0.000926273950283455	0.00233807955268623	up	13	1	0.214118619031906	0.018198447359194
Abcc6	2.40628034341827	1.18980506914835e-06	4.46320597195022e-06	up	41	7	0.553787135075885	0.1044672833629
Abcc8	5.24840068363655	3.59615406888775e-06	1.28151153487441e-05	up	21	0	0.289288604085961	0
Abcc9	-2.01576038765152	1.45378448440536e-42	2.47286670786585e-41	down	100	366	0.802386652179756	3.2448007692349
Abi3bp	-1.73994290636072	3.04558463266101e-121	1.30297326019905e-119	down	433	1309	4.82351190342825	16.1115884617147
Abra	-2.49441398622634	6.11593884252542e-09	2.8268014947744e-08	down	10	51	0.225524788140352	1.27083075048197
Acaa1b	-1.35337010477116	1.42187712810651e-08	6.39865308591539e-08	down	48	111	1.90930968062553	4.87844453071339
Acan	4.17801135574515	0.00218379081499889	0.00510411187552604	up	10	0	0.0913444383236043	0
Ache	1.04050783199522	0.0377033229430186	0.0653350374140905	up	25	11	0.767289109033931	0.373022446121369
Ackr3	-1.20341775089087	6.90225604981264e-54	1.46237430359605e-52	down	475	990	10.4118503536151	23.9768848647213
Ackr4	-2.77069941555799	1.02428217247619e-18	8.52014040629636e-18	down	17	105	0.385332383461264	2.6296572239224
Acod1	5.31551487949509	4.13065986276967e-41	6.73835584756439e-40	up	176	4	4.50795076329163	0.113200864320476
Acot4	-1.8443564572833	0.0151408238692689	0.029311517662646	down	4	13	0.0433234463240438	0.15557134743124
Acoxl	-1.25192779957999	1.58163158902852e-75	4.38620331743088e-74	down	611	1317	13.7980917009962	32.8614594106981
Acp5	1.23326121631062	1.3112413407416e-44	2.32195872539532e-43	up	865	333	33.9848051138974	14.4556014252192
Acpp	1.31983217460987	1.75456079288461e-15	1.25021009926579e-14	up	251	91	2.83318925254364	1.13492329919554
Acsl1	1.1481957013096	5.82171540441845e-78	1.65892183909392e-76	up	1724	704	27.7691034483834	12.5291183437591
Acsl6	-2.6033483577795	0.00568968569572526	0.0121424788861637	down	2	11	0.01761274987207	0.107031869781056
Acta2	-1.13782083553374	4.95059683866039e-138	2.49619379559727e-136	down	1423	2834	53.6791669470616	118.12014421633
Actc1	-1.14105140544782	2.00326519224372e-50	3.97327055370944e-49	down	504	1006	22.9875441487125	50.697118519227
Actr3b	-1.14391673914221	0.012549658143445	0.024802264057992	down	14	28	0.450682166467731	0.995918097646511
Adam12	-1.45057807737626	0.00010066944835366	0.000296941411763027	down	19	47	0.166318287081851	0.454577060400412
Adam1a	1.07020806621064	0.00120011326134234	0.00296425589640501	up	58	25	0.519001384449472	0.247174569719474
Adam28	1.01693727188511	1.64497194247034e-17	1.30139654949385e-16	up	436	195	6.56333224125853	3.24336455786236
Adam8	1.56553729145543	1.46288894231107e-64	3.51682124985928e-63	up	883	270	19.0321866421979	6.43005968241936
